name,abbrv,formula,state,ref1,ref2,date,E_units,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T,azero,neutral_ion_type,dissrxn,tag,formula_ox
Al+3,Al+3,Al+3,aq,SSWS97.4 [S98],NA,07.Nov.97,cal,-115609,-126834,-77.7,-32.5,-44.4,-3.3802,-17.0071,14.5185,-2.0758,10.7,-8.06,2.753,3,9,0,,basis,Al+3
AlO+,AlO+,AlO+1,aq,SSWS97.4 [S98],NA,13.Nov.97,cal,-158188,-170900,-27,-30,0.6,2.1705,-2.4811,6.7241,-2.6763,-2.5983,-9.1455,0.957,1,4,0,-1.0000 AlO+ -2.0000 H+ 1.0000 Al+3 1.0000 H2O,,Al+3 O-2
AlO2-,AlO2-,AlO2-1,aq,SSWS97.4 [S98],NA,07.Nov.97,cal,-198693,-222125,-7.22,-11.9,10,3.7221,3.9954,-1.5879,-2.9441,15.2391,-5.4585,1.7418,-1,4,0,-1.0000 AlO2- -4.0000 H+ 1.0000 Al+3 2.0000 H2O,,Al+3 2O-2
AlOH+2,AlOH+2,AlOH+2,aq,SSWS97.4 [S98],NA,13.Nov.97,cal,-165475,-183300,-44.2,13.2,-2.2,2.0469,-2.7813,6.8376,-2.6639,29.7923,-0.3457,1.7247,2,4,0,-1.0000 AlOH+2 -1.0000 H+ 1.0000 Al+3 1.0000 H2O,,Al+3 O-2 H+
B(OH)3,NA,B(OH)3,aq,SHS89 [S92],NA,13.Jul.87,cal,-231540,-256820,37,12,39.22,7.0643,8.8547,3.5844,-3.1451,11.3568,-0.5902,-0.2,0,3,0,,basis,B+3 3H+ 3O-2
Ba(CO3),BaCO3,BaCO3,aq,SSH97 [S98],NA,2.Oct.97,cal,-263830,-285850,16,-34.4,-11.81,0.1361,-7.4461,8.6697,-2.4711,-14.344,-10.0418,-0.038,0,4,0,-1.0000 Ba(CO3) -1.0000 H+ 1.0000 HCO3- 1.0000 Ba+2,,Ba+2 C+4 3O-2
Ba(HCO3)+,NA,Ba(HCO3)+,aq,SK95 [S98],SLOP98.8,Nov.92,cal,-275700,-294350,46.83,NA,NA,7.882,11.464,1.244,-3.253,26.273,4.46,-0.158,1,4,0,-1.0000 Ba(HCO3)+ 1.0000 Ba+2 1.0000 HCO3-,,Ba+2 H+ C+4 3O-2
Ba+2,Ba+2,Ba+2,aq,SH88 [S92],NA,06.Nov.97,cal,-134030,-128500,2.3,-12.3,-12.6,2.7383,-10.0565,-0.047,-2.3633,3.8,-3.45,0.985,2,5,0,,basis,Ba+2
BaCl+,BaCl+,BaCl+,aq,SSH97 [S98],NA,2.Oct.97,cal,-164730,-165323,24,6.67,11.87,3.4534,0.6537,5.4861,-2.806,11.8213,-1.6759,0.1895,1,4,0,-1.0000 BaCl+ 1.0000 Ba+2 1.0000 Cl-,,Ba+2 Cl-
BaF+,BaF+,BaF+,aq,SSH97 [S98],NA,9.Oct.97,cal,-201807,-206931,6.38,10.71,-7,0.916,-5.542,7.9213,-2.5498,16.7731,-0.8065,0.4555,1,4,0,-1.0000 BaF+ 1.0000 Ba+2 1.0000 F-,,Ba+2 F-
BaOH+,BaOH+,BaOH+,aq,SSWS97 [S98],NA,13.Nov.97,cal,-172300,-175900,27.5,-22.4,9.2,3.07,-0.2825,5.8541,-2.7672,-5.7064,-7.5974,0.1362,1,4,0,-1.0000 BaOH+ -1.0000 H+ 1.0000 Ba+2 1.0000 H2O,,Ba+2 O-2 H+
BF4-,BF4-,BF4-,aq,SH88 [S92],NA,16.Feb.88,cal,-355400,-376400,43,-5.6,43,7.9796,11.7027,1.1504,-3.2628,11.8941,-4.1753,0.9779,-1,4,0,-1.0000 BF4- -3.0000 H2O 1.0000 B(OH)3 3.0000 H+ 4.0000 F-,,B+3 4F-
BO2-,BO2-,BO2-,aq,SH88 [S92],NA,06.Nov.97,cal,-162240,-184600,-8.9,-41,-14.5,-2.2428,-6.2065,-6.3216,-2.5224,-1.6521,-11.3863,1.7595,-1,4,0,-1.0000 BO2- -1.0000 H+ -1.0000 H2O 1.0000 B(OH)3,,B+3 2O-2
Br-,Br-,Br-,aq,SH88 [S92],NA,07.Nov.97,cal,-24870,-29040,19.8,-30.42,24.85,5.269,6.594,4.745,-3.143,-3.8,-6.811,1.3858,-1,4,0,,basis,Br- 
Br3-,Br3-,Br3-,aq,SH88 [S92],NA,12.Jul.87,cal,-25590,-31170,51.5,5.6,51.5,9.0992,14.4364,0.0759,-3.3758,17.2705,-1.8939,0.849,-1,4,0,-1.0000 Br3- -1.0000 H2O 3.0000 Br- 2.0000 H+ 0.5000 O2(g),aux,2Br Br-
BrO-,BrO-,BrO-,aq,SSWS97 [S98],SH88.1,13.Nov.97,cal,-8000,-22500,9.7,-28,0.4,2.3206,-2.1131,6.5758,-2.6915,3.4104,-8.7381,1.482,-1,4,0,-1.0000 BrO- 1.0000 HBrO -1.0000 H+,,Br+ O-2
BrO3-,BrO3-,BrO3-,aq,SH88 [S92],NA,07.Nov.97,cal,4450,-16030,38.65,-20.6,35.4,6.9617,9.2173,2.1272,-3.16,3.7059,-7.2308,1.0433,-1,4,0,-1.0000 BrO3- 1.0000 Br- 1.5000 O2(g),aux,Br+5 3O-2
BrO4-,BrO4-,BrO4-,aq,SSWS97 [S98],SH88.1,13.Nov.97,cal,28200,3100,47.6,-5.2,48.7,8.7361,13.5515,0.42,-3.3391,11.4884,-4.0937,0.9085,-1,4,0,-1.0000 BrO4- 1.0000 Br- 2.0000 O2(g),aux,Br+7 4O-2
Ca(CO3),CaCO3,CaCO3,aq,SSH97 [S98],NA,2.Oct.97,cal,-262850,-287390,2.5,-29.6,-15.66,-0.3907,-8.7325,9.1753,-2.4179,-11.5309,-9.0641,-0.038,0,4,0,-1.0000 Ca(CO3) -1.0000 H+ 1.0000 Ca+2 1.0000 HCO3-,,C+4 Ca+2 3O-2
Ca(HCO3)+,NA,Ca(HCO3)+,aq,SK95 [S98],SLOP98.8,Jan.91,cal,-273830,-294350,16,NA,NA,3.706,1.267,5.252,-2.831,41.722,8.336,0.308,1,4,0,-1.0000 Ca(HCO3)+ 1.0000 Ca+2 1.0000 HCO3-,,C+4 Ca+2 H+ 3O-2
Ca(HSiO3)+,Ca(HSiO3)+,Ca(HSiO3)+,aq,SSH97 [S98],NA,9.Oct.97,cal,-376299,-403109,-1.99,32.87,-6.56,1.0647,-5.1787,7.7785,-2.5649,30.8048,3.6619,0.5831,1,4,0,-1.0000 Ca(HSiO3)+ -1.0000 H+ 1.0000 Ca+2 1.0000 H2O 1.0000 SiO2,,Si+4 Ca+2 H+ 3O-2
Ca+2,Ca+2,Ca+2,aq,SH88 [S92],NA,06.Nov.97,cal,-132120,-129800,-13.5,-7.53,-18.06,-0.1947,-7.252,5.2966,-2.4792,9,-2.522,1.2366,2,6,0,,basis,Ca+2
CaCl+,CaCl+,CaCl+,aq,SSH97 [S98],NA,2.Oct.97,cal,-163100,-168607,4.5,17.47,5.74,2.7148,-1.1497,6.1949,-2.7314,20.8839,0.5241,0.4862,1,4,0,-1.0000 CaCl+ 1.0000 Ca+2 1.0000 Cl-,,Ca+2 Cl-
CaCl2,CaCl2,CaCl2,aq,SSH97 [S98],NA,2.Oct.97,cal,-194000,-211060,6,30.96,32.64,6.2187,7.4058,2.8322,-3.0851,23.961,3.272,-0.038,0,4,0,-1.0000 CaCl2 1.0000 Ca+2 2.0000 Cl-,,Ca+2 2Cl-
CaF+,CaF+,CaF+,aq,SSH97 [S98],NA,18.Sep.97,cal,-200390,-208600,-9,30.1,-13.46,0.1568,-7.3958,8.6499,-2.4732,30.1743,3.0968,0.6911,1,4,0,-1.0000 CaF+ 1.0000 Ca+2 1.0000 F-,,Ca+2 F-
CaOH+,CaOH+,CaOH+,aq,SSWS97 [S98],NA,13.Nov.97,cal,-171300,-179600,6.7,1.4,5.9,2.7243,-1.1303,6.1958,-2.7322,11.1286,-2.7493,0.4496,1,4,0,-1.0000 CaOH+ -1.0000 H+ 1.0000 Ca+2 1.0000 H2O,,Ca+2 H+ O-2
CaSO4,CaSO4,CaSO4,aq,SSH97 [S98],NA,18.Sep.97,cal,-312930,-345900,5,-25,4.7,2.4079,-1.8992,6.4895,-2.7004,-8.4942,-8.1271,-0.001,0,4,0,-1.0000 CaSO4 1.0000 Ca+2 1.0000 SO4-2,,S+6 Ca+2 4O-2
Cl-,Cl-,Cl-,aq,SH88 [S92],NA,07.Nov.97,cal,-31379,-39933,13.56,-29.44,17.79,4.032,4.801,5.563,-2.847,-4.4,-5.714,1.456,-1,3,0,,basis,Cl-
ClO-,ClO-,ClO-,aq,SSWS97 [S98],NA,13.Nov.97,cal,-8800,-25600,10,-27.8,0.7,2.3599,-2.0164,6.5356,-2.6955,3.4787,-8.6974,1.4767,-1,4,0,-1.0000 ClO- 0.5000 O2(g) 1.0000 Cl-,aux,Cl+ O-2
ClO2-,ClO2-,ClO2-,aq,SSWS97 [S98],NA,13.Nov.97,cal,4100,-15900,24.2,-19.3,22.1,5.2163,4.958,3.7949,-2.9839,6.4977,-6.9659,1.2637,-1,4,0,-1.0000 ClO2- 1.0000 Cl- 1.0000 O2(g),aux,Cl+3 2O-2
ClO3-,ClO3-,ClO3-,aq,SH88 [S92],NA,07.Nov.97,cal,-1900,-24850,38.8,-12.3,36.9,7.1665,9.7172,1.9307,-3.1807,8.5561,-5.5401,1.0418,-1,4,0,-1.0000 ClO3- 1.0000 Cl- 1.5000 O2(g),aux,Cl+5 3O-2
ClO4-,ClO4-,ClO4-,aq,SSWS97 [S98],SH88.1,07.Nov.97,cal,-2040,-30910,43.5,-6,44.2,8.1411,15.5654,-7.8077,-3.4224,16.45,-6.57,0.9699,-1,3,0,-1.0000 ClO4- 1.0000 Cl- 2.0000 O2(g),aux,Cl+7 4O-2
CN-,CN-,CN-,aq,SSWS97 [S98],NA,11.Nov.97,cal,41200,36000,22.5,-17.7,23.9,5.4714,5.5813,3.5497,-3.0096,7.6773,-6.64,1.29,-1,4,0,-1.0000 CN- -1.0000 H2O -2.5000 O2(g) 1.0000 HCO3- 1.0000 NO3- 1.0000 H+,aux,C+2 N-3
CO,NA,CO,aq,SM93 [S98],NA,1.Sep.06,cal,-28682,-28910,24.53,64.5,33.8,6.2373,7.4498,2.8184,-3.0869,40.2523,10.0022,-0.3715,0,4,0,-1.0000 CO -1.0000 H2O -0.5000 O2(g) 1.0000 H+ 1.0000 HCO3-,aux,C+2 O-2
CO2,NA,CO2,aq,PS01 [S07],NA,18.aug.05,cal,-92250,-98900,28.1,51.86,33.5,15.2964,-10.0382,-55.4493,7.4092,36.8069,3.5851,-0.3107,0,3,-1,-1.0000 CO2 -1.0000 H2O 1.0000 H+ 1.0000 HCO3-,,C+4 2O-2
CO3-2,CO3-2,CO3-2,aq,SH88 [S92],NA,06.Nov.97,cal,-126191,-161385,-11.95,-69.5,-5.02,2.8524,-3.9844,6.4142,-2.6143,-3.3206,-17.1917,3.3914,-2,5,0,-1.0000 CO3-2 -1.0000 H+ 1.0000 HCO3-,,C+4 3O-2
Cr+2,Cr+2,Cr+2,aq,SSWS97 [S98],NA,13.Nov.97,cal,-39400,-39000,-24.2,-7.3,-22.3,-0.8036,-9.74,9.5688,-2.3762,15.0502,-4.5215,1.4287,2,4,0,-1.0000 Cr+2 -2.0000 H2O -1.0000 O2(g) 1.0000 CrO4-2 4.0000 H+,aux,Cr+2
Cr+3,Cr+3,Cr+3,aq,SSWS97 [S98],NA,07.Nov.97,cal,-49300,-60000,-77,-22.9,-40,-2.7824,-14.5709,11.4661,-2.1765,17.9914,-7.6992,2.7403,3,4,0,-1.0000 Cr+3 -2.5000 H2O -0.7500 O2(g) 1.0000 CrO4-2 5.0000 H+,aux,Cr+3
Cr2O7-2,Cr2O7-2,Cr2O7-2,aq,SSWS97 [S98],NA,07.Nov.97,cal,-312970,-355370,72,-29.1,72.7,12.4303,22.568,-3.1161,-3.7119,8.658,-8.9622,2.1216,-2,4,0,-1.0000 Cr2O7-2 -1.0000 H2O 2.0000 CrO4-2 2.0000 H+,,2Cr+6 7O-2
CrO+,CrO+,CrO+,aq,SSWS97 [S98],NA,13.Nov.97,cal,-92800,-105000,-26.3,-30.8,-23.8,-1.1728,-10.6385,9.9161,-2.3391,-3.1901,-9.3085,0.9437,1,4,0,-1.0000 CrO+ -2.0000 H+ 1.0000 Cr+3 1.0000 H2O,,Cr+3 O-2
CrO2-,CrO2-,CrO2-,aq,SSWS97 [S98],NA,13.Nov.97,cal,-125300,-148300,-6.7,-20.7,-8.4,1.2013,-4.8403,7.635,-2.5788,10.0021,-7.2511,1.7331,-1,4,0,-1.0000 CrO2- -4.0000 H+ 1.0000 Cr+3 2.0000 H2O,,Cr+3 2O-2
CrO4-2,CrO4-2,CrO4-2,aq,SSWS97 [S98],NA,07.Nov.97,cal,-174800,-210930,13.8,-62.6,19.8,5.4891,5.6223,3.5382,-3.0113,-2.8608,-15.7861,3.0024,-2,4,0,,basis,Cr+6 4O-2
CrOH+2,CrOH+2,CrOH+2,aq,SSWS97 [S98],NA,13.Nov.97,cal,-100500,-118600,-46.1,15.4,-36.6,-2.6482,-14.2423,11.3347,-2.1901,31.4127,0.1024,1.7607,2,4,0,-1.0000 CrOH+2 -1.0000 H+ 1.0000 Cr+3 1.0000 H2O,,Cr+3 O-2 H+
Cu+,Cu+,Cu+,aq,SSWS97.2 [S98],SH88.1,13.Nov.97,cal,11950,17132,9.7,13.7,-8,0.807,-5.804,8.0165,-2.539,17.9233,-0.2438,0.4046,1,4,0,-1.0000 Cu+ -1.0000 H+ -0.2500 O2(g) 0.5000 H2O 1.0000 Cu+2,aux,Cu+ 
Cu+2,Cu+2,Cu+2,aq,SH88 [S92],NA,07.Nov.97,cal,15675,15700,-23.2,-5.7,-24.6,-1.1021,-10.4726,9.8662,-2.3461,20.3,-4.39,1.4769,2,6,0,,basis,Cu+2
CuCl,CuCl,CuCl,aq,SSH97,NA,2.Oct.97,cal,-22608,-26338,22.06,19.64,17.22,4.1084,2.253,4.8575,-2.8721,17.3292,0.967,-0.038,1,3,0,-1.000 CuCl 1.000 Cu+ 1.0 Cl-,,Cu+ Cl-
CuCl+,CuCl+,CuCl+,aq,SSH97,NA,2.Oct.97,cal,-16250,-23847,-6.51,29.39,-1.72,1.748,-3.5103,7.1228,-2.6338,29.356,2.953,0.6472,1,4,0,-1.0000 CuCl+ 1.0000 Cu+2 1.0000 Cl-,,Cu+2 Cl-
CuCl2,CuCl2,CuCl2,aq,SSH97,NA,2.Oct.97,cal,-46142,-64160,0.78,54.22,24.32,5.0806,4.627,3.9244,-2.9702,37.5948,8.0108,-0.038,0,4,0,-1.0000 CuCl2 1.0000 Cu+2 2.0000 Cl-,,Cu+2 2Cl-
CuCl2-,CuCl2-,CuCl2-,aq,SSH97,NA,2.Oct.97,cal,-58038,-72903,26.96,32.99,45.43,8.3943,12.7182,0.7442,-3.3047,36.7555,3.6846,1.2219,0,4,0,-1.0000 CuCl2- 1.0000 Cu+ 2.0000 Cl-,,Cu+ 2Cl-
CuCl3-,CuCl3-,CuCl3-,aq,SSH97,NA,2.Oct.97,cal,-75338,-106846,-2.21,72.39,53.34,9.6259,15.7252,-0.4377,-3.429,63.8881,11.7108,1.6605,-1,4,0,-1.0000 CuCl3- 1.0000 Cu+2 3.0000 Cl-,,Cu+2 3Cl-
CuCl3-2,CuCl3-2,CuCl3-2,aq,SSH97,NA,2.Oct.97,cal,-89963,-118524,23.28,53.72,76.86,13.2482,24.57,-3.914,-3.7947,63.9808,7.9089,2.8579,-2,4,0,-1.0000 CuCl3-2 1.0000 Cu+ 3.0000 Cl-,,Cu+ 3Cl-
CuCl4-2,CuCl4-2,CuCl4-2,aq,SSH97,NA,2.Oct.97,cal,-103579,-152534,-18.48,83.89,85.68,14.6696,28.0407,-5.2782,-3.9382,87.5037,14.0532,3.4923,-2,4,0,-1.0000 CuCl4-2 1.0000 Cu+2 4.0000 Cl-,,Cu+2 4Cl-
CuF+,CuF+,CuF+,aq,SSH97,NA,2.Oct.97,cal,-53739,-64285,-18.84,33.66,-20.92,-0.8164,-9.7719,9.5838,-2.375,33.5733,3.8226,0.8334,1,4,0,-1.0000 CuF+ 1.0000 Cu+2 1.0000 F-,,Cu+2 F-
CuO,CuO,CuO,aq,SSWS97 [S98],NA,13.Nov.97,cal,-20800,-34200,-12.4,-1.4,-17.6,-0.3937,-8.736,9.1675,-2.4178,12.149,-3.3197,0.7384,0,4,0,-1.0000 CuO -2.0000 H+ 1.0000 Cu+2 1.0000 H2O,,Cu+2 O-2
CuO2-2,CuO2-2,CuO2-2,aq,SSWS97 [S98],NA,13.Nov.97,cal,-41200,-74400,-23.1,-53.5,-17.3,0.6024,-6.3038,8.2129,-2.5183,7.6532,-13.9325,3.5647,-2,4,0,-1.0000 CuO2-2 -4.0000 H+ 1.0000 Cu+2 2.0000 H2O,,Cu+2 2O-2
CuOH+,CuOH+,CuOH+,aq,SSWS97 [S98],NA,13.Nov.97,cal,-30200,-41700,-6.1,16,-14.7,-0.0277,-7.8416,8.8142,-2.4547,21.5062,0.2246,0.6472,1,4,0,-1.0000 CuOH+ -1.0000 H+ 1.0000 Cu+2 1.0000 H2O,,Cu+2 O-2 H+
F-,F-,F-,aq,SH88 [S92],NA,07.Nov.97,cal,-67340,-80150,-3.15,-27.23,-1.32,0.687,1.3588,7.6033,-2.8352,4.46,-7.488,1.787,-1,4,0,,basis,F-
Fe+2,Fe+2,Fe+2,aq,SSWS97 [S98],NA,13.Nov.97,cal,-21870,-22050,-25.3,-7.9,-22.2,-0.7867,-9.6969,9.5479,-2.378,14.786,-4.6437,1.4382,2,6,0,,basis,Fe+2
Fe+3,Fe+3,Fe+3,aq,SSWS97 [S98],NA,13.Nov.97,cal,-4120,-11850,-66.3,-18.6,-37,-2.4256,-13.6961,11.1141,-2.2127,19.0459,-6.8233,2.5812,3,9,0,-1.0000 Fe+3 -0.5000 H2O 0.2500 O2(g) 1.0000 Fe+2 1.0000 H+,aux,Fe+3
FeCl+,FeCl+,FeCl+,aq,SSH97 [S98],NA,18.Sep.97,cal,-53030,-61260,-10.06,20.6,1.06,2.1468,-2.5367,6.7401,-2.6741,24.6912,1.1617,0.7003,1,4,0,-1.0000 FeCl+ 1.0000 Cl- 1.0000 Fe+2,,Fe+2 Cl-
FeCl2,FeCl2,FeCl2,aq,SSH97 [S98],NA,2.Oct.97,cal,-73480,-78490,43,29.2,27.43,5.5057,5.665,3.5164,-3.0131,22.9295,2.9135,-0.038,0,4,0,-1.0000 FeCl2 1.0000 Fe+2 2.0000 Cl-,,Fe+2 2Cl-
FeF+,FeF+,FeF+,aq,SSH97 [S98],NA,9.Oct.97,cal,-91157,-101452,-20.92,20.84,-18.14,-0.4234,-8.8124,9.2067,-2.4146,26.3785,1.2102,0.8683,1,3,0,-1.0000 FeF+ 1.0000 F- 1.0000 Fe+2,,Fe+2 F-
FeF+2,FeF+2,FeF+2,aq,SSH97 [S98],NA,9.Oct.97,cal,-79645,-87141,-25.7,7.64,-41.54,-3.4294,-16.152,12.0915,-2.1112,23.9805,-1.4787,1.4477,2,3,0,-1.0000 FeF+2 1.0000 Fe+3 1.0000 F-,,Fe+3 F-
FeO,FeO,FeO,aq,SSWS97 [S98],NA,13.Nov.97,cal,-50720,-62950,-10,0,-16.5,-0.5029,-9.0053,9.2791,-2.4066,5.8901,-3.0345,-0.03,0,3,0,-1.0000 FeO -2.0000 H+ 1.0000 Fe+2 1.0000 H2O,,Fe+2 O-2
FeO+,FeO+,FeO+,aq,SSWS97 [S98],NA,13.Nov.97,cal,-53100,-61000,-11.1,-48.1,-41.8,-3.7118,-16.8408,12.3595,-2.0827,-15.3982,-12.8325,0.7191,1,4,0,-1.0000 FeO+ -2.0000 H+ 1.0000 Fe+3 1.0000 H2O,,Fe+3 O-2
FeO2-,FeO2-,FeO2-,aq,SSWS97 [S98],NA,13.Nov.97,cal,-88000,-110700,10.6,-56.3,0.9,2.3837,-1.9602,6.5182,-2.6979,-13.3207,-14.5028,1.4662,-1,4,0,-1.0000 FeO2- -4.0000 H+ 1.0000 Fe+3 2.0000 H2O,,Fe+3 2O-2
FeOH+,FeOH+,FeOH+,aq,SSWS97 [S98],NA,13.Nov.97,cal,-65850,-78080,-10,15,-16.5,-0.2561,-8.4039,9.0457,-2.4315,21.4093,0.0209,0.7003,1,4,0,-1.0000 FeOH+ -1.0000 H+ 1.0000 Fe+2 1.0000 H2O,,Fe+2 O-2 H+
FeOH+2,FeOH+2,FeOH+2,aq,SSWS97 [S98],NA,13.Nov.97,cal,-57800,-70000,-25.4,-8.2,-24.9,-1.1562,-10.6009,9.9077,-2.3407,14.6102,-4.7048,1.4382,2,4,0,-1.0000 FeOH+2 -1.0000 H+ 1.0000 Fe+3 1.0000 H2O,,Fe+3 O-2 H+
H2,NA,H2,aq,SHS89 [S92],NA,13.Jul.87,cal,4236,-1000,13.8,39.9,25.2,5.1427,4.7758,3.8729,-2.9764,27.6251,5.093,-0.209,0,3,-1,-1.0000 H2 -0.5000 O2(g) 1.0000 H2O,aux,2H
H2N2O2,H2N2O2,H2N2O2,aq,SSWS97 [S98],NA,11.Nov.97,cal,8600,-13700,52,39,51.3,8.6337,13.3019,0.5163,-3.3288,24.9004,4.9097,-0.4475,0,3,0,-1.0000 H2N2O2 1.0000 N2O2-2 2.0000 H+,,2N+ 2H+ 2O-2
H2O2,H2O2,H2O2,aq,SSWS97 [S98],NA,11.Nov.97,cal,-32030,-45690,34.4,10,32.8,6.1922,7.337,2.8686,-3.0822,10.36,-0.9975,-0.1809,0,3,0,-1.0000 H2O2 0.5000 O2(g) 1.0000 H2O,aux,2O- 2H+
H2P2O7-2,H2P2O7-2,H2P2O7-2,aq,SSWS97 [S98],NA,11.Nov.97,cal,-480400,-544600,39,17.6,47.1,9.0963,14.4299,0.076,-3.3754,40.6359,0.5505,2.6218,-2,4,0,-1.0000 H2P2O7-2 2.0000 HPO4-2 -1.0000 H2O 2.0000 H+,,2P+5 2H+ 7O-2
H2PO2-,H2PO2-,H2PO2-,aq,SSWS97 [S98],NA,11.Nov.97,cal,-122400,-146700,24.1,-7,22,5.2026,4.919,3.8223,-2.9823,13.7063,-4.4604,1.2637,-1,3,0,-1.0000 H2PO2- 1.0000 H3PO2 -1.0000 H+,,P+ 2H+ 2O-2
H2PO3-,H2PO3-,H2PO3-,aq,SSWS97 [S98],NA,11.Nov.97,cal,-202350,-231700,31.7,5.5,14.7,4.1649,2.3899,4.8065,-2.8777,19.9762,-1.9142,1.1491,-1,3,0,-1.0000 H2PO3- 1.0000 H3PO3 -1.0000 H+,,P+3 2H+ 3O-2
H2PO4-,H2PO4-,H2PO4-,aq,SH88 [S92],NA,06.Nov.97,cal,-270140,-309820,21.6,-7,31.3,6.4875,8.0594,2.5823,-3.1122,14.0435,-4.4605,1.3003,-1,4,0,-1.0000 H2PO4- 1.0000 H+ 1.0000 HPO4-2,,P+5 2H+ 4O-2
H2S,NA,H2S,aq,SHS89 [S92],NA,26.Jun.87,cal,-6673,-9001,30,42.88,34.92,6.5097,6.7724,5.9646,-3.059,32.3,4.73,-0.1,0,3,0,-1.0000 H2S 1.0000 H+ 1.0000 HS-,,S-2 2H+
H2S2O3,H2S2O3,H2S2O3,aq,SSWS97 [S98],NA,13.Nov.97,cal,-128000,-150400,45,27.5,42.2,7.4242,10.3493,1.6762,-3.2067,19.1373,2.5672,-0.3415,0,3,0,-1.0000 H2S2O3 2.0000 H+ 1.0000 S2O3-2,,2S+2 2H+ 3O-2
H2S2O4,H2S2O4,H2S2O4,aq,SSWS97 [S98],NA,13.Nov.97,cal,-147400,-175300,51,37.4,51.4,8.6525,13.3462,0.5023,-3.3306,24.1023,4.5838,-0.4323,0,3,0,-1.0000 H2S2O4 2.0000 H+ 1.0000 S2O4-2,,2S+3 2H+ 4O-2
H3P2O7-,H3P2O7-,H3P2O7-,aq,SSWS97 [S98],NA,11.Nov.97,cal,-483600,-544100,51,37.4,51.7,9.1292,14.5122,0.0398,-3.3788,35.9785,4.5838,0.8568,-1,4,0,-1.0000 H3P2O7- -1.0000 H2O 2.0000 HPO4-2 3.0000 H+,,2P+5 3H+ 7O-2
H3PO2,H3PO2,H3PO2,aq,SSWS97 [S98],NA,11.Nov.97,cal,-125100,-145600,36.9,14.1,35.4,6.5352,8.1731,2.543,-3.1168,12.414,-0.1623,-0.2188,0,3,0,-1.0000 H3PO2 -1.0000 O2(g) 1.0000 HPO4-2 2.0000 H+,aux,P+ 3H+ 2O-2
H3PO3,H3PO3,H3PO3,aq,SSWS97 [S98],NA,11.Nov.97,cal,-204800,-230600,43.6,25.1,19.1,4.2704,2.6439,4.7145,-2.8882,17.9261,2.0783,-0.3203,0,3,0,-1.0000 H3PO3 -0.5000 O2(g) 1.0000 HPO4-2 2.0000 H+,aux,P+3 3H+ 3O-2
H3PO4,NA,H3PO4,aq,SHS89 [S92],NA,11.Jul.87,cal,-273100,-307920,38,23.6,48.1,8.2727,12.4182,0.8691,-3.2924,17.9708,1.7727,-0.22,0,3,0,-1.0000 H3PO4 1.0000 HPO4-2 2.0000 H+,,P+5 3H+ 4O-2
