name,abbrv,formula,state,ref1,ref2,date,E_units,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T,azero,neutral_ion_type,dissrxn,tag,formula_ox
H4P2O7,H4P2O7,H4P2O7,aq,SSWS97 [S98],NA,11.Nov.97,cal,-485700,-542200,64,58.8,56.6,9.2975,14.9199,-0.113,-3.3957,34.8301,8.943,-0.6292,0,3,0,-1.0000 H4P2O7 2.0000 HPO4-2 4.0000 H+ -1.0000 H2O,,2P+5 4H+ 7O-2
HAlO2,HAlO2(AQ),HAlO2,aq,SSWS97.4 [S98],NA,13.Nov.97,cal,-207700,-227500,5,-50,13,3.5338,0.8485,5.4132,-2.814,-23.4129,-13.2195,-0.03,0,4,0,-1.0000 HAlO2 -3.0000 H+ 1.0000 Al+3 2.0000 H2O,,Al+3 H+ 2O-2
HBrO,HBrO,HBrO,aq,SSWS97 [S98],NA,13.Nov.97,cal,-19700,-27000,33.8,9,28.3,5.5795,5.841,3.4565,-3.0204,9.8576,-1.2012,-0.1719,0,3,0,-1.0000 HBrO 0.5000 O2(g) 1.0000 Br- 1.0000 H+,aux,Br+ H+ O-2
HCl,HCl,HCl,aq,MS97.2 [S98],SLOP98.11,30.Jul.96,cal,-30410,-42054,3.2,NA,NA,1.2547,-4.7177,7.6043,-2.584,16.7134,2.8727,-0.7,0,3,0,-1.0000 HCl 1.0000 Cl- 1.0000 H+,,Cl- H+
HClO,HClO,HClO,aq,SSWS97 [S98],NA,13.Nov.97,cal,-19100,-28900,33.9,9.1,28.4,5.5927,5.8751,3.4387,-3.0218,9.9023,-1.1808,-0.1734,0,3,0,-1.0000 HClO 1.0000 ClO- 1.0000 H+,,Cl+ H+ O-2
HCN,NA,HCN,aq,SM93 [S98],NA,4.Jun.93,cal,28600,25600,29.8,40.7,45.9,8.0083,11.7705,1.1286,-3.2655,28.9941,5.256,-0.1113,0,4,0,-1.0000 HCN 1.0000 CN- 1.0000 H+,,C+2 N-3 H+
HCO3-,HCO3-,HCO3-,aq,SH88 [S92],NA,06.Nov.97,cal,-140282,-164898,23.53,-8.46,24.6,7.5621,1.1505,1.2346,-2.8266,12.9395,-4.7579,1.2733,-1,4,0,,basis,C+4 H+ 3O-2
HCrO2,HCrO2,HCrO2,aq,SSWS97 [S98],NA,13.Nov.97,cal,-138100,-157300,6,-37.7,-1.6,1.5359,-4.0259,7.3211,-2.6125,-16.2043,-10.714,-0.03,0,4,0,-1.0000 HCrO2 -3.0000 H+ 1.0000 Cr+3 2.0000 H2O,,Cr+3 H+ 2O-2
HCrO4-,HCrO4-,HCrO4-,aq,SSWS97 [S98],NA,07.Nov.97,cal,-183700,-210000,46.6,1.5,44.9,8.2211,12.2925,0.9174,-3.2871,15.5492,-2.729,0.923,-1,4,0,-1.0000 HCrO4- 1.0000 CrO4-2 1.0000 H+,,Cr+6 H+ 4O-2
HCuO2-,HCuO2-,HCuO2-,aq,SSWS97 [S98],NA,13.Nov.97,cal,-60100,-86300,0.3,-24.7,-4.6,1.3202,-4.5527,7.5282,-2.5907,-3.2749,-8.0659,0.5464,-1,4,0,-1.0000 HCuO2- -3.0000 H+ 1.0000 Cu+2 2.0000 H2O,,Cu+2 H+ 2O-2
HF,NA,HF,aq,SHS89 [S92],NA,7.Feb.89,cal,-71662,-76835,22.5,14,12.5,3.4753,0.7042,5.4732,-2.8081,14.3647,-0.1828,-7.00E-04,0,3,0,-1.0000 HF 1.0000 F- 1.0000 H+,,F- H+
HF2-,HF2-,HF2-,aq,SH88 [S92],NA,12.Jul.87,cal,-138160,-155340,22.1,-33.2,22.1,5.2263,4.9797,3.7928,-2.9849,-1.3751,-9.7974,1.2934,-1,4,0,-1.0000 HF2- 1.0000 H+ 2.0000 F-,,2F- H+
HFeO2,HFeO2,HFeO2,aq,SSWS97 [S98],NA,13.Nov.97,cal,-101100,-120300,22.2,-74.6,7.2,2.7401,-1.0905,6.1776,-2.7338,-37.83,-18.2305,-0.03,0,4,0,-1.0000 HFeO2 -3.0000 H+ 1.0000 Fe+3 2.0000 H2O,,Fe+3 H+ 2O-2
HFeO2-,HFeO2-,HFeO2-,aq,SSWS97 [S98],NA,13.Nov.97,cal,-95400,-125700,-15,22,-12.9,0.6272,-6.244,8.1905,-2.5208,36.1624,1.4468,1.8564,-1,4,0,-1.0000 HFeO2- -3.0000 H+ 1.0000 Fe+2 2.0000 H2O,,Fe+2 H+ 2O-2
HMnO2-,HMnO2-,HMnO2-,aq,SSWS97 [S98],NA,13.Nov.97,cal,-121000,-149900,-9.1,-3.3,-9.7,1.0354,-5.248,7.8003,-2.5619,20.5255,-3.7067,1.7685,-1,4,0,-1.0000 HMnO2- -3.0000 H+ 1.0000 Mn+2 2.0000 H2O,,Mn+2 H+ 2O-2
HN2O2-,HN2O2-,HN2O2-,aq,SSWS97 [S98],NA,11.Nov.97,cal,18200,-9400,34,9.3,32.4,6.5748,8.2753,2.4914,-3.121,21.8724,-1.1401,1.1132,-1,4,0,-1.0000 HN2O2- 1.0000 N2O2-2 1.0000 H+,,2N+ H+ 2O-2
HNiO2-,HNiO2-,HNiO2-,aq,SSWS97 [S98],NA,13.Nov.97,cal,-81980,-118760,-36,48,-24.2,-0.8143,-9.7619,9.5688,-2.3753,54.2564,6.743,2.1664,-1,4,0,-1.0000 HNiO2- -3.0000 H+ 1.0000 Ni+2 2.0000 H2O,,Ni+2 H+ 2O-2
HNO2,HNO2,HNO2,aq,SSWS97 [S98],NA,11.Nov.97,cal,-12100,-28500,32.4,6.7,30.7,5.9151,6.659,3.1378,-3.0542,8.705,-1.6697,-0.1507,0,4,0,-1.0000 HNO2 1.0000 NO2- 1.0000 H+,,N+3 H+ 2O-2
HNO3,HNO3,HNO3,aq,SSWS97 [S98],NA,11.Nov.97,cal,-24730,-45410,42.7,18,40.2,7.1623,9.7063,1.9367,-3.1802,13.8907,0.632,-0.3066,0,3,0,-1.0000 HNO3 1.0000 H+ 1.0000 NO3-,,N+5 H+ 3O-2
HO2-,HO2-,HO2-,aq,SSWS97 [S98],NA,11.Nov.97,cal,-16090,-38320,5.7,-37.4,2.7,2.6566,-1.2961,6.2619,-2.7253,-1.519,-10.6529,1.5449,-1,4,0,-1.0000 HO2- 1.0000 H2O2 -1.0000 H+,,2O- H+
HP2O7-3,HP2O7-3,HP2O7-3,aq,SSWS97 [S98],NA,11.Nov.97,cal,-471400,-543700,11,-28.7,36.5,8.3302,12.5558,0.8208,-3.298,32.1587,-8.8807,4.647,-3,4,0,-1.0000 HP2O7-3 2.0000 HPO4-2 1.0000 H+ -1.0000 H2O,,2P+5 H+ 7O-2
HPO3-2,HPO3-2,HPO3-2,aq,SSWS97 [S98],NA,11.Nov.97,cal,-194000,-231600,4,-40.2,4.5,3.4463,0.6347,5.4974,-2.8051,11.6523,-11.2232,3.1527,-2,4,0,-1.0000 HPO3-2 1.0000 H3PO3 -2.0000 H+,,P+3 H+ 3O-2
HPO4-2,HPO4-2,HPO4-2,aq,SH88 [S92],NA,06.Nov.97,cal,-260310,-308815,-8,-58.3,5.4,3.6315,1.0857,5.3233,-2.8239,2.7357,-14.9103,3.3363,-2,4,0,,basis,P+5 H+ 4O-2
HS-,HS-,HS-,aq,SH88 [S92],NA,07.Nov.97,cal,2860,-3850,16.3,-22.17,20.65,5.0119,4.9799,3.4765,-2.9849,3.42,-6.27,1.441,-1,3,0,-1.0000 HS- -2.0000 O2(g) 1.0000 H+ 1.0000 SO4-2,aux,S-2 H+
HS2O4-,HS2O4-,HS2O4-,aq,SSWS97 [S98],NA,13.Nov.97,cal,-146900,-179100,36.5,13.4,40.1,7.6159,10.8142,1.5005,-3.226,23.9326,-0.3049,1.076,-1,4,0,-1.0000 HS2O4- 1.0000 H+ 1.0000 S2O4-2,,2S+3 H+ 4O-2
HSiO3-,HSiO3-,HSiO3-,aq,SSH97 [S98],NA,18.Sep.97,cal,-242801,-273872,5,-21,5,2.9735,-0.5158,5.9467,-2.7575,8.1489,-7.3123,1.5511,-1,4,0,-1.0000 HSiO3- -1.0000 H+ 1.0000 H2O 1.0000 SiO2,,Si+4 H+ 3O-2
HSO3-,HSO3-,HSO3-,aq,SH88 [S92],NA,07.Nov.97,cal,-126130,-149670,33.4,-1.4,33.3,6.7014,8.5816,2.3771,-3.1338,15.6949,-3.3198,1.1233,-1,4,0,-1.0000 HSO3- 1.0000 SO3-2 1.0000 H+,,S+4 H+ 3O-2
HSO4-,HSO4-,HSO4-,aq,SH88 [S92],NA,07.Nov.97,cal,-180630,-212500,30,5.3,35.2,6.9788,9.259,2.1108,-3.1618,20.0961,-1.955,1.1748,-1,4,0,-1.0000 HSO4- 1.0000 H+ 1.0000 SO4-2,,S+6 H+ 4O-2
HSO5-,HSO5-,HSO5-,aq,SSWS97 [S98],SH88.1,13.Nov.97,cal,-152370,-185380,50.7,36.9,50.3,8.9391,14.043,0.2349,-3.3594,35.7254,4.4819,0.8611,-1,4,0,-1.0000 HSO5- 0.5000 O2(g) 1.0000 H+ 1.0000 SO4-2,aux,S+8 H+ 5O-2
HZnO2-,HZnO2-,HZnO2-1,aq,SSWS97.5 [S98],NA,14.Nov.97,cal,-110720,-142370,-16,20,-13.4,0.5623,-6.4047,8.2588,-2.5141,35.0874,1.0394,1.8669,-1,4,0,-1.0000 HZnO2- -3.0000 H+ 1.0000 Zn+2 2.0000 H2O,,Zn+2 H+ 2O-2
I-,I-,I-,aq,SH88 [S92],NA,07.Nov.97,cal,-12410,-13600,25.5,-28.25,36.31,7.7623,8.2762,1.4609,-3.1211,-6.27,-4.944,1.2934,-1,3,0,,basis,I- 
I3-,I3-,I3-,aq,SH88 [S92],NA,12.Jul.87,cal,-12300,-12300,57.2,13.1,57.2,9.85,16.2697,-0.6447,-3.4516,20.8712,-0.3661,0.7628,-1,4,0,-1.0000 I3- -1.0000 H2O 0.5000 O2(g) 2.0000 H+ 3.0000 I-,aux,2I I-
IO-,IO-,IO-,aq,SSWS97 [S98],SH88.1,13.Nov.97,cal,-9200,-25700,-1.4,-34.6,-12.5,0.6131,-6.2757,8.1983,-2.5195,1.1172,-10.0825,1.653,-1,4,0,-1.0000 IO- 0.5000 O2(g) 1.0000 I-,aux,I+ O-2
IO3-,IO3-,IO3-,aq,SH88 [S92],NA,07.Nov.97,cal,-30600,-52900,28.3,-16.2,25.9,5.7148,6.1725,3.324,-3.0342,7.7293,-6.3345,1.2002,-1,4,0,-1.0000 IO3- 1.0000 I- 1.5000 O2(g),aux,I+5 3O-2
IO4-,IO4-,IO4-,aq,SSWS97 [S98],SH88.1,13.Nov.97,cal,-14000,-36200,53,-2,52.9,9.2831,14.8827,-0.0933,-3.3942,12.6081,-3.4419,0.8264,-1,4,0,-1.0000 IO4- 1.0000 I- 2.0000 O2(g),aux,I+7 4O-2
K+,K+,K+,aq,SH88 [S92],NA,06.Nov.97,cal,-67510,-60270,24.15,1.98,9.06,3.559,-1.473,5.435,-2.712,7.4,-1.791,0.1927,1,3,0,,basis,K+
KBr,KBr,KBr,aq,SSH97 [S98],NA,18.Sep.97,cal,-90010,-86320,47.5,-7.97,46,8.058,11.897,1.067,-3.2708,1.4496,-4.658,-0.005,0,4,0,-1.0000 KBr 1.0000 Br- 1.0000 K+,,Br- K+
KCl,KCl,KCl,aq,SSH97 [S98],NA,18.Sep.97,cal,-95430,-95390,42.25,-8.3,38.3,6.9932,9.297,2.0889,-3.1633,0.9522,-4.7253,-0.038,0,4,0,-1.0000 KCl 1.0000 Cl- 1.0000 K+,,K+ Cl-
KHSO4,KHSO4,KHSO4,aq,SSH97 [S98],NA,2.Oct.97,cal,-243400,-267400,55,57.72,53.77,9.1226,14.4964,0.0453,-3.3782,39.9849,8.723,-0.001,0,4,0,-1.0000 KHSO4 1.0000 H+ 1.0000 K+ 1.0000 SO4-2,,S+6 K+ H+ 4O-2
KI,KI,KI,aq,SSH97 [S98],NA,18.Sep.97,cal,-77740,-71829,49.2,-5.8,59,9.8369,16.2406,-0.6402,-3.4503,2.7214,-4.216,-0.005,0,4,0,-1.0000 KI 1.0000 I- 1.0000 K+,,I- K+
KOH,KOH,KOH,aq,SSWS97 [S98],NA,13.Nov.97,cal,-104500,-120200,25.9,-20.5,14.9,3.7938,1.4839,5.1619,-2.8402,-6.124,-7.2104,-0.03,0,4,0,-1.0000 KOH -1.0000 H+ 1.0000 H2O 1.0000 K+,,K+ H+ O-2
KSO4-,KSO4-,KSO4-,aq,SSH97 [S98],NA,18.Sep.97,cal,-246640,-276980,35,-10.9,27.8,5.9408,6.7274,3.0989,-3.0571,9.9089,-5.2549,1.0996,-1,4,0,-1.0000 KSO4- 1.0000 K+ 1.0000 SO4-2,,S+6 K+ 4O-2
Li+,Li+,Li+,aq,SH88 [S92],NA,06.Nov.97,cal,-69933,-66552,2.7,14.2,-0.87,-0.0237,-0.069,11.58,-2.7761,19.2,-0.24,0.4862,1,4,0,,basis,Li+
LiCl,LiCl,LiCl,aq,SSH97 [S98],NA,18.Sep.97,cal,-99250,-105680,13.14,20.3,28,5.5837,5.8554,3.4416,-3.021,17.7136,1.1006,-0.038,0,4,0,-1.0000 LiCl 1.0000 Cl- 1.0000 Li+,,Li+ Cl-
LiOH,LiOH,LiOH,aq,SSWS97 [S98],NA,13.Nov.97,cal,-108000,-121500,1.9,6.8,3.8,2.2749,-2.2242,6.6181,-2.687,9.8752,-1.6493,-0.03,0,4,0,-1.0000 LiOH -1.0000 H+ 1.0000 Li+ 1.0000 H2O,,Li+ H+ O-2
METHANE,NA,CH4,aq,PS01 [S07],NA,04.Oct.00,cal,-8140,-20930,21,60.23,36,17.69,-15.3,-67.88,11.47,40.87,6.45,-0.4,0,4,0,-1.0000 METHANE -2.0000 O2(g) 1.0000 H+ 1.0000 H2O 1.0000 HCO3-,aux,C-4 4H+
Mg(CO3),MgCO3,MgCO3,aq,SSH97 [S98],NA,1.Oct.97,cal,-238760,-270570,-24,-27.4,-18.18,-0.7355,-9.5745,9.5062,-2.3831,-10.2416,-8.6159,-0.038,0,4,0,-1.0000 Mg(CO3) 1.0000 HCO3- 1.0000 Mg+2 -1.0000 H+,,C+4 Mg+2 3O-2
Mg(HCO3)+,NA,Mg(HCO3)+,aq,SK95 [S98],SLOP98.8,Jan.91,cal,-250200,-275750,-3,NA,NA,3.271,0.206,5.669,-2.788,47.284,9.34,0.599,1,4,0,-1.0000 Mg(HCO3)+ 1.0000 HCO3- 1.0000 Mg+2,,C+4 H+ Mg+2 3O-2
Mg(HSiO3)+,Mg(HSiO3)+,Mg(HSiO3)+,aq,SSH97 [S98],NA,9.Oct.97,cal,-353025,-385700,-23.78,37.82,-10.57,0.6289,-6.2428,8.1967,-2.5209,36.7882,4.6702,0.9177,1,4,0,-1.0000 Mg(HSiO3)+ -1.0000 H+ 1.0000 Mg+2 1.0000 H2O 1.0000 SiO2,,Si+4 H+ Mg+2 3O-2
Mg+2,Mg+2,Mg+2,aq,SH88 [S92],NA,06.Nov.97,cal,-108505,-111367,-33,-5.34,-21.55,-0.8217,-8.599,8.39,-2.39,20.8,-5.892,1.5372,2,8,0,,basis,Mg+2
MgCl+,MgCl+,MgCl+,aq,SSH97 [S98],NA,18.Sep.97,cal,-139700,-150933,-19,25,1.26,2.223,-2.3505,6.6669,-2.6818,28.6016,2.058,0.8449,1,4,0,-1.0000 MgCl+ 1.0000 Cl- 1.0000 Mg+2,,Mg+2 Cl-
MgF+,MgF+,MgF+,aq,SSH97 [S98],NA,18.Sep.97,cal,-177690,-190950,-28.07,39.1,-17.47,-0.2975,-8.5049,9.0858,-2.4274,38.0239,4.9301,0.9706,1,4,0,-1.0000 MgF+ 1.0000 F- 1.0000 Mg+2,,Mg+2 F-
MgOH+,MgOH+,MgOH+,aq,SSWS97 [S98],NA,13.Nov.97,cal,-149255,-152955,-19.1,30.8,1.9,2.3105,-2.1365,6.5827,-2.6906,32.0008,3.2394,0.8449,1,4,0,-1.0000 MgOH+ 1.0000 H2O 1.0000 Mg+2 -1.0000 H+,,Mg+2 H+ O-2
MgSO4,MgSO4,MgSO4,aq,MS97 [S98],SLOP98.11,28.Nov.94,cal,-289477,-327367,-13.5,NA,NA,1.9369,-3.0547,6.9554,-2.6526,-6.839,-7.4589,-0.03,0,3,0,-1.0000 MgSO4 1.0000 Mg+2 1.0000 SO4-2,,S+6 Mg+2 4O-2
Mn+2,Mn+2,Mn+2,aq,SSWS97 [S98],NA,07.Nov.97,cal,-55100,-52900,-16.2,-4.1,-17.1,-0.1015,-8.004,8.84,-2.448,16.6672,-3.8697,1.4006,2,6,0,,basis,Mn+2
Mn+3,Mn+3,Mn+3,aq,SSWS97 [S98],NA,13.Nov.97,cal,-20300,-30700,-74,-25.6,-41,-2.932,-14.934,11.6041,-2.1615,16.0611,-8.2492,2.7025,3,6,0,-1.0000 Mn+3 -0.5000 H2O 1.0000 Mn+2 1.0000 H+ 0.2500 O2(g),aux,Mn+3
MnCl+,MnCl+,MnCl+,aq,SSH97 [S98],NA,2.Oct.97,cal,-86290,-88280,12,25.12,6.74,2.8119,-0.9126,6.1017,-2.7412,24.2838,2.0824,0.3686,1,4,0,-1.0000 MnCl+ 1.0000 Cl- 1.0000 Mn+2,,Mn+2 Cl-
MnF+,MnF+,MnF+,aq,SSH97 [S98],NA,9.Oct.97,cal,-123641,-132454,-13.3,29.39,-12.46,0.3136,-7.0128,8.4994,-2.489,30.284,2.9518,0.7483,1,4,0,-1.0000 MnF+ 1.0000 Mn+2 1.0000 F-,,Mn+2 F-
MnO,MnO,MnO,aq,SSWS97 [S98],NA,13.Nov.97,cal,-81500,-99100,-2.5,-12.7,-13.1,-0.0376,-7.8656,8.8229,-2.4537,-1.5528,-5.6215,-0.03,0,4,0,-1.0000 MnO -2.0000 H+ 1.0000 Mn+2 1.0000 H2O,,Mn+2 O-2
MnO2-2,MnO2-2,MnO2-2,aq,SSWS97 [S98],NA,13.Nov.97,cal,-102600,-133300,-15.2,-71.5,-13,1.1489,-4.9713,7.6937,-2.5734,-4.0375,-17.5991,3.4408,0,4,0,-1.0000 MnO2-2 -4.0000 H+ 1.0000 Mn+2 2.0000 H2O,,Mn+2 2O-2
MnO4-,MnO4-,MnO4-,aq,SSWS97 [S98],NA,07.Nov.97,cal,-107600,-129900,46.5,-1.8,42,7.8248,11.3277,1.2912,-3.2472,13.6317,-3.4012,0.9248,-1,4,0,-1.0000 MnO4- -3.0000 H+ 1.0000 Mn+2 1.2500 O2(g) 1.5000 H2O,aux,Mn+7 4O-2
MnO4-2,MnO4-2,MnO4-2,aq,SSWS97 [S98],NA,13.Nov.97,cal,-120400,-156600,15.5,-66.4,21.1,5.6596,6.0368,3.3786,-3.0285,-5.291,-16.5602,2.9803,-2,4,0,-1.0000 MnO4-2 -4.0000 H+ 1.0000 Mn+2 1.0000 O2(g) 2.0000 H2O,aux,Mn+6 4O-2
MnOH+,MnOH+,MnOH+,aq,SSWS97 [S98],NA,13.Nov.97,cal,-97300,-106800,0.3,8.7,-11.9,0.3213,-6.9901,8.4821,-2.4899,16.2994,-1.2623,0.5464,1,4,0,-1.0000 MnOH+ -1.0000 H+ 1.0000 Mn+2 1.0000 H2O,,Mn+2 O-2 H+
MnSO4,MnSO4,MnSO4,aq,SSH97 [S98],NA,2.Oct.97,cal,-235640,-266750,5,-20.6,2.8,2.1354,-2.5645,6.751,-2.6729,-6.2564,-7.2308,-0.038,0,4,0,-1.0000 MnSO4 1.0000 Mn+2 1.0000 SO4-2,,Mn+2 S+6 4O-2
N2,NA,N2,aq,SHS89 [S92],NA,7.Feb.89,cal,4347,-2495,22.9,56,33.3,6.2046,7.3685,2.8539,-3.0836,35.7911,8.3726,-0.3468,0,3,0,-1.0000 N2 -2.5000 O2(g) -1.0000 H2O 2.0000 H+ 2.0000 NO3-,aux,2N
N2H5+,N2H5+,N2H5+,aq,SSWS97 [S98],NA,11.Nov.97,cal,19700,-1800,36.1,16.8,27.8,5.5711,5.8193,3.4672,-3.0195,16.0644,0.3876,0.0057,1,3,0,-1.0000 N2H5+ -3.5000 O2(g) 2.0000 NO3- 3.0000 H+ 1.0000 H2O,aux,2N-2 5H+
N2H6+2,N2H6+2,N2H6+2,aq,SSWS97 [S98],NA,11.Nov.97,cal,21100,-4000,24,15.7,18.1,4.4762,3.1468,4.516,-2.909,21.7574,0.1635,0.6936,2,3,0,-1.0000 N2H6+2 1.0000 N2H5+ 1.0000 H+,,2N-2 6H+
N2O2-2,N2O2-2,N2O2-2,aq,SSWS97 [S98],NA,11.Nov.97,cal,33200,-2590,6.6,-59.3,3.6,3.3102,0.2986,5.638,-2.7912,0.1067,-15.1139,3.1145,-2,3,0,-1.0000 N2O2-2 2.0000 NO3- -2.0000 O2(g),aux,2N+ 2O-2
Na+,Na+,Na+,aq,SH88 [S92],NA,06.Nov.97,cal,-62591,-57433,13.96,9.06,-1.11,1.839,-2.285,3.256,-2.726,18.18,-2.981,0.3306,1,4,0,,basis,Na+
NaBr,NaBr,NaBr,aq,SSH97 [S98],NA,18.Sep.97,cal,-85610,-84830,34.1,7.97,32.04,6.1257,7.1789,2.9214,-3.0757,10.1926,-1.4111,-0.07,0,4,0,-1.0000 NaBr 1.0000 Br- 1.0000 Na+,,Br- Na+
NaCl,NaCl,NaCl,aq,SSH97 [S98],NA,16.Sep.97,cal,-92910,-96160,28,8.5,24,5.0364,4.5189,3.9669,-2.9658,10.798,-1.3031,-0.038,0,3,0,-1.0000 NaCl 1.0000 Cl- 1.0000 Na+,,Na+ Cl-
NaF,NaF,NaF,aq,SSH97 [S98],NA,18.Sep.97,cal,-128570,-135860,12,11.2,5.71,2.5336,-1.5922,6.3689,-2.7131,12.3804,-0.7531,-0.038,0,4,0,-1.0000 NaF 1.0000 F- 1.0000 Na+,,Na+ Cl-
NaHSiO3,NaHSiO3,NaHSiO3,aq,SSH97 [S98],NA,2.Oct.97,cal,-307890,-333894,10,24.61,12.72,3.4928,0.75,5.4483,-2.81,20.2395,1.9785,-0.038,0,4,0,-1.0000 NaHSiO3 -1.0000 H+ 1.0000 H2O 1.0000 Na+ 1.0000 SiO2,,Si+4 Na+ H+ 3O-2
NaI,NaI,NaI,aq,SSH97 [S98],NA,Jan.91,cal,-72900,-69101,37.7,10.14,43,7.6488,10.8979,1.4597,-3.2295,12.1001,-0.969,-0.001,0,4,0,-1.0000 NaI 1.0000 I- 1.0000 Na+,,I- Na+
NaOH,NaOH,NaOH,aq,SSWS97 [S98],NA,13.Nov.97,cal,-99900,-112300,10.7,-3.2,3.5,2.2338,-2.3287,6.6683,-2.6826,4.0146,-3.6863,-0.03,0,3,0,-1.0000 NaOH -1.0000 H+ 1.0000 H2O 1.0000 Na+,,Na+ H+ O-2
NaSO4-,NaSO4-,NaSO4-,aq,MS97 [S98],SLOP98.11,28.Nov.94,cal,-241476,-273733,25.46,NA,NA,6.4638,8.0045,2.597,-3.1098,14.4928,-4.1182,1.2422,-1,4,0,-1.0000 NaSO4- 1.0000 Na+ 1.0000 SO4-2,,S+6 Na+ 4O-2
NH3,NA,NH3,aq,SHS89 [S92],NA,13.Jul.87,cal,-6383,-19440,25.77,15.63,24.43,5.0911,2.797,8.6248,-2.8946,20.3,-1.17,-0.05,0,3,0,-1.0000 NH3 1.0000 NH4+ -1.0000 H+,,N-3 3H+
NH4+,NH4+,NH4+,aq,SH88 [S92],NA,06.Nov.97,cal,-18990,-31850,26.57,15.74,18.13,3.8763,2.3448,8.5605,-2.8759,17.45,-0.021,0.1502,1,3,0,-1.0000 NH4+ -2.0000 O2(g) 1.0000 H2O 1.0000 NO3- 2.0000 H+,aux,N-3 4H+
Ni+2,Ni+2,Ni+2,aq,SH88 [S92],NA,07.Nov.97,cal,-10900,-12900,-30.8,-11.7,-29,-1.6942,-11.9181,10.4344,-2.2863,13.1905,-5.4179,1.5067,2,4.5,0,,basis,Ni+2
NiCl+,NiCl+,NiCl+,aq,SSH97 [S98],NA,16.Sep.97,cal,-40920,-51400,-17,8.1,-6.63,1.1319,-5.0147,7.714,-2.5716,18.3863,-1.3846,0.8111,1,4,0,-1.0000 NiCl+ 1.0000 Cl- 1.0000 Ni+2,,Ni+2 Cl-
NiF+,NiF+,NiF+,aq,SSH97 [S98],NA,9.Oct.97,cal,-79768,-92315,-26.36,12.51,-25.83,-1.4455,-11.308,10.1875,-2.3115,22.317,-0.4857,0.957,1,4,0,-1.0000 NiF+ 1.0000 Ni+2 1.0000 F-,,Ni+2 F-
NiO,NiO,NiO,aq,SSWS97 [S98],NA,13.Nov.97,cal,-39340,-56230,25,10,-23.3,-1.4334,-11.2786,10.1751,-2.3126,11.7507,-0.9975,-0.03,0,3,0,-1.0000 NiO -2.0000 H+ 1.0000 Ni+2 1.0000 H2O,,Ni+2 O-2
NiO2-2,NiO2-2,NiO2-2,aq,SSWS97 [S98],NA,13.Nov.97,cal,-64200,-101800,-38.9,-17.5,-25.8,-0.4814,-8.9493,9.2495,-2.4089,30.9114,-6.5993,3.7992,-2,4,0,-1.0000 NiO2-2 -4.0000 H+ 1.0000 Ni+2 2.0000 H2O,,Ni+2 2O-2
NiOH+,NiOH+,NiOH+,aq,SSWS97 [S98],NA,13.Nov.97,cal,-52850,-67650,-18,31,-20.1,-0.7075,-9.5051,9.476,-2.386,31.9091,3.2801,0.8222,1,4,0,-1.0000 NiOH+ -1.0000 H+ 1.0000 Ni+2 1.0000 H2O,,Ni+2 O-2 H+
